"","Lessives.LVLb","Deodorants.ICOS1","EauDeToilette.ICOS2","ProdSoinCheveux.ICOS3","ProdSoinVisage.ICOS4","VernisOngleDissolv.ICOS5","NbPieceAvecProduitsChim.NQ142","NettoyantDeSurface.QPE1b","AutreNettoyants.QPE2b","DesodoAreosolVaporisateur.QPD1b","DesodoAutreEnsens.QPD2b","InsecticideAerosol.QPP1b","InsecticidePoudreBlocGel.QPP2b","NettoySolAspiration.QME1b","NettoySolBalaiSerp.QME2b","NettoyAutreQueSol.QME3b","CuissonFourTraditionnel.CUI1b","CuissonALeau.CUI2b","CuissonALaVapeur.CUI3b","CuissonParFriture.CUI4b","CuissonParGrillade.CUI5b","VoitureDansGarage.DGG3n","Fumeurs.FUMEURn","SechageLingeDansLogement.LVSBn","UtiliseSecheLinge.LVS4n","NettASecVetements.QNS1","PersExtPourMenage.AMN1n","TapisDescenteLitNeuf.QTA1n","NettASecTapisTissusmeuble.QTARIn","Plantes.QPV","Chiens.ANI21n","Chats.ANI22n","TraitementParasitesAnimaux.ANTCPn","HamsterCochonLapin.ANI25n","InsecticideBlatteFourmie.ULn","SortirOrduresExterieur.QOM1","OrduresDansPiece.QOM2n","EndroitStockageOrdures.QOM4","Bricolage.TMG6n","Jardinage.TMG7n","ProtMatelSimple.LIMHO0","ProtMatelImperm.LIMHO13","ProtMatelAntiAcariens.LIMHO23","ProtMatel.LIMHO4","NPVe1","HPRF","HSRF","MATER2","NIACe1","NSQ41e1","NSQ31e1","TMM1e1","TMM2e1","TMM3e1","TMMB1e1","TMMB2e1","TMMB3e1","TRM0e1","TRM1e1","TRM2e1","TRM3e1","TRM4e1","TRM5e1","TRM7e1","TRP0e1","TRP1e1","TRP2e1","TRP3e1","TRP5e1","TRS1e1","TRS2e1","TRS3e1","TRS4e1","TRS5e1","TRS6e1","TRS8e1","ACTP1","CHEM1","DBRI","DCA3e1","DGG2be1","FC316","FC812","FC9be11","FC9be12347","FC9be156","HCU11","HCU31","HCU323","HCU34","HPLBO","KCC1be1089","KCC1be11","KCC1be1234","KCC1be1567","KCC1be1555","KCC267","KCC34","KCC5","KEIU1","KEIU2","KVNT2e111","KVNT2e13","KVNT2e14","MATER017","MATER02","MATER03","MATER04","MATER056","REAB1","REAB23","REAB4","Age","Revenus","Nb_Person","Nb_Enfants_inf_10","Nb_Enfants_sup_10","Sexe","Diplome_Max","Type_Prof","Occupation","Source_ppale_Res","Structure_menage","cluster.ind","Formldéhyde"
"232",1.5,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,7,0,0,0,"4","1","2","5","3","1","1","1","1","1","1","3","1","1","1","2","2","1","1","1","1","1","2",3,250,36,1,1914,0,0,1,0,0,0,0.67,0.33,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,"1","3","3","3","1","1","1","2","1","2","1","1","2","1","1","1","1","1","2","2","1","1","1","2","1","2","1","1","2","1","1","1","1","2","1",77,817,1,0,0,"1","1","6","4","3","1",2,13.86
"233",1.5,10.5,7,3.5,8,0,0,0,0,0,3.5,0,0,0,3.5,0,3.5,3.5,3.5,0,0,"4","4","2","5","3","1","1","1","2","1","1","3","1","2","2","2","3","2","1","1","1","1","2",2,250,40,1,1914,1,0,1,0,0,0,0.5,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"1","3","1","3","1","1","1","1","2","1","2","1","1","2","2","1","1","1","1","1","2","1","1","2","2","1","1","1","2","1","1","1","1","2","1",25,1299,2,0,0,"2","8","7","3","1","3",2,12.57
"234",1.5,7,8,3.5,14,7,1,1,0,0,14,0,0,1,1,0,1,7,0,1,0,"4","1","2","3","3","1","1","1","3","2","1","2","1","1","1","2","1","3","3","1","1","1","1",7,250,125,2,1967,1,0,1,0,0,0.43,0.14,0.43,0,1,0,0,0,0,0,0.14,0,0,0.71,0,0.43,0,0.57,0,0,0,0,1,"1","1","1","2","2","2","1","1","1","2","1","2","1","1","1","1","2","1","1","1","1","2","1","2","1","1","2","1","1","2","1","1","1","1","1",66,4249,2,0,0,"2","6","4","4","3","3",4,9.27
"235",3.5,14,14,7,8,0,1,3.5,0,7,0,0,0,0,3.5,1,3.5,3.5,0,0,0,"3","4","2","5","3","1","1","1","2","2","1","2","1","2","3","2","3","1","1","1","1","1","2",5,240,72,1,1989,1,0,0.8,0.2,0,0.2,0.2,0.6,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,"1","1","3","1","2","1","2","1","1","2","1","1","2","1","1","1","2","1","1","1","1","2","2","2","1","1","2","1","2","1","1","1","1","1","1",40,817,2,0,1,"1","4","5","1","1","2",2,19.28
"236",1.5,21,21,21,14,1,2,1,0,14,7,0,0,3.5,0,1,1,3.5,0,3.5,0,"4","4","2","5","2","1","2","1","3","1","2","2","1","2","3","2","3","1","1","1","1","1","1",8,250,234,1,1948,1,0,1,0,0,0.38,0,0.5,0.25,0.63,0,0,0.13,0,0,0,0.38,0,0.5,0.13,0.25,0,0.63,0.13,0,0,0,1,"1","2","3","2","2","2","1","1","1","2","1","2","1","1","1","1","2","1","1","1","1","2","1","2","1","2","1","1","2","1","1","1","2","1","2",43,1799,3,0,1,"2","4","6","1","1","3",1,11.69
"237",7,14,7,0,7,7,2,3.5,0,0,14,0,0,3.5,3.5,0,0,7,0,0,0,"1","3","2","5","3","1","1","1","1","2","1","2","2","2","3","2","3","5","1","1","1","1","2",7,243,140,2,1989,1,0,0.5,0.5,0,0.29,0.29,0.29,0,1,0,0,0,0,0,0,0,0,0.71,0,0,1,0,0,0,0,0,1,"1","1","3","1","2","1","2","1","1","2","1","1","2","1","1","1","2","1","1","1","1","2","2","2","1","2","1","1","2","1","1","1","2","1","2",34,1299,5,2,1,"2","1","6","2","4","3",3,14.13
"238",7,0,0.5,0.5,1,0,1,0,1,0,1,0,1,1,3.5,0,3.5,1,0,1,0,"4","3","2","1","3","1","2","1","3","1","1","3","1","2","3","1","3","1","1","1","1","1","2",7,240,85,1,1989,2,0,0.67,0.33,0,0,0.43,0.43,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,"1","2","3","2","2","1","2","1","1","2","1","1","2","1","1","1","2","1","1","1","1","2","2","2","1","2","1","1","2","1","1","1","2","1","2",31,817,3,2,0,"1","4","5","5","4","2",2,22.5
"239",1.5,7,7,1,7,0,2,0,1,3.5,0,0,0,0,7,0,3.5,7,1,0,3.5,"1","3","2","5","3","1","1","1","3","1","1","3","1","1","3","2","3","5","5","1","1","1","1",6,250,117,1,1981,1,0,0.75,0,0.25,0.67,0.17,0.17,0.17,0.83,0,0,0,0,0,0,0.5,0,0.33,0.17,0.33,0.17,0.5,0,0,0,0,1,"1","1","1","1","2","2","1","1","1","2","1","2","1","1","2","1","1","1","1","1","2","1","1","2","2","1","1","1","1","1","2","1","1","1","1",79,1299,2,0,0,"2","6","2","4","3","3",1,7.6
"240",7,14,4.5,1,21,0.5,2,7,0,0,0,0,0,7,7,7,3.5,3.5,0,3.5,0,"4","4","2","5","3","1","2","2","4","2","1","2","2","2","2","2","2","4","3","1","1","1","2",7,250,130,1,1871,2,2,1,0,0,0.29,0,0.71,0.14,0.57,0.14,0,0,0,0.14,0.14,0,0,0.71,0.14,0.29,0,0.57,0,0,0,0.14,1,"1","1","1","3","2","1","1","1","2","2","2","1","1","1","1","1","1","1","2","1","1","1","1","2","1","1","2","1","1","1","1","2","1","2","1",53,4249,4,0,1,"2","4","6","1","1","3",3,19.45
"241",1.5,3.5,1,3.5,1,0,2,3.5,0,14,14,0,0,1,7,0,0,7,0,0,0,"4","1","2","5","3","1","2","1","3","1","2","1","1","2","2","2","3","4","1","1","1","1","2",5,250,150,1,1871,1,2,1,0,0,0.2,0,0.6,0,0.4,0,0,0.2,0.2,0.2,0.2,0,0,0.8,0,0.2,0.2,0.6,0,0,0,0,1,"1","1","3","3","2","1","1","1","2","2","1","1","2","1","1","1","1","1","2","1","1","1","1","2","1","1","2","1","1","1","1","2","1","1","1",55,535,1,0,0,"1","4","2","6","4","1",3,3.25
"242",3.5,14,14,7,14,0,0,1,0,7,0,0,0,3.5,1,0,1,3.5,3.5,3.5,0,"4","1","1","5","3","1","2","1","2","2","1","2","1","1","2","2","1","4","3","1","1","1","2",5,230,150,1,1871,1,1,1,0,0,0,0,0.8,0,0.4,0,0,0,0,0.4,0,0.2,0,0,0.4,0,0,0.2,0,0.4,0,0.4,1,"2","1","3","3","2","2","1","1","1","1","2","1","1","1","1","1","1","1","2","1","1","1","1","2","1","1","2","1","1","1","1","2","1","2","1",60,1799,2,0,0,"2","4","4","4","3","3",1,32.12
"243",7,35,12.5,7,21,8,2,3.5,0,0,3.5,0,0,7,3.5,3.5,7,7,0,3.5,1,"4","3","2","2","3","1","1","1","4","1","2","2","1","1","2","2","1","4","1","1","1","1","2",8,250,160,2,1914,2,1,0.21,0.79,0,0.13,0.13,0.75,0.25,0.75,0,0,0,0,0,0.38,0,0,0.5,0,0.13,0,0.38,0.5,0,0,0,1,"2","1","3","1","2","2","1","1","1","2","1","2","1","1","1","2","1","1","1","1","1","2","1","2","1","2","1","1","1","1","1","2","2","1","2",40,1799,5,0,3,"2","4","6","1","1","3",3,20.73
"244",3.5,0,3.5,3.5,7,1,2,3.5,3.5,0,0,1,14,7,3.5,7,0,3.5,1,3.5,0,"4","1","2","5","3","1","1","1","2","2","1","1","1","1","2","1","1","1","1","1","1","1","1",5,250,77,1,1981,1,1,0,1,0,0.4,0.2,0.4,0,0.8,0,0,0,0.2,0,0.4,0,0,0.2,0,0,0,1,0,0,0,0,1,"2","2","3","2","2","2","1","1","1","2","1","2","1","2","1","2","1","1","1","1","1","2","1","2","1","1","2","2","1","1","1","1","2","1","2",67,1299,1,0,0,"1","6","4","4","3","1",3,20.59
"245",1.5,5.5,2,0,7,0,1,0,0,0,14,0,0,3.5,3.5,0,1,3.5,0,0,3.5,"3","4","1","5","3","2","1","1","2","1","2","2","1","1","3","2","3","3","4","1","1","1","2",6,250,90,2,1961,1,0,1,0,0,0,0,0.83,0,1,0,0,0,0,0,0,0,0,1,0,0.17,0,0.33,0.5,0,0,0,1,"1","1","1","1","2","2","1","1","1","2","1","2","1","1","1","1","1","2","1","1","1","2","1","2","1","1","2","1","1","1","1","2","1","1","1",78,2349,3,0,2,"2","6","6","4","3","2",1,17.38
"246",3.5,7,7.5,1,7,7,1,3.5,0,0,0,0,0,0,1,0,3.5,3.5,0,0,0,"4","1","2","2","3","1","1","1","2","1","1","3","1","2","1","2","3","4","3","1","1","1","1",3,220,30,1,1961,1,1,1,0,0,0,0.33,0.67,0,0.67,0,0.33,0,0,0,0.33,0,0,0,0,0,1,0,0,0,0,0,1,"1","2","3","3","2","2","1","1","1","2","1","2","1","2","1","1","1","1","2","1","1","1","2","1","1","2","1","2","1","1","1","1","1","2","1",62,2349,2,0,0,"2","4","3","4","3","3",1,11.17
"247",7,14,7,3.5,10.5,1,3,1,3.5,3.5,7,0,0,1,1,1,3.5,3.5,0,0,1,"4","1","2","1","3","1","1","1","3","1","2","2","1","1","2","2","3","5","1","1","1","1","2",7,250,100,1,1961,1,0,1,0,0,0.14,0.43,0.29,0,0.86,0,0,0,0.14,0,0,0,0,0.57,0,0.29,0,0.57,0,0,0,0.14,1,"1","1","1","2","2","2","1","1","1","2","2","1","1","1","1","1","2","1","1","1","1","2","1","2","1","1","2","1","2","1","1","1","1","1","1",29,2349,2,0,0,"2","3","6","1","1","3",4,26.7
"248",1.5,0,17.5,7,14,1,1,1,1,0,0,0,0,1,1,1,0,3.5,0,3.5,1,"4","1","2","5","3","2","1","1","2","1","1","3","1","1","2","1","1","1","1","1","1","1","2",6,290,130,2,1948,1,0,1,0,0,0.5,0,0.5,0,0.83,0,0,0.17,0,0,0,0,0,0.83,0,0.17,0,0.17,0.67,0,0,0,1,"1","2","2","2","2","2","1","1","1","2","1","2","1","1","1","1","2","1","1","1","1","2","1","2","1","2","1","1","2","1","1","1","1","2","1",79,2349,1,0,0,"1","6","5","4","3","1",4,12.83
"249",7,28,21,0,7,0.5,2,3.5,0,0,0,0,0,7,3.5,3.5,1,3.5,0,1,0,"1","1","2","1","2","1","1","1","2","1","1","3","1","2","2","2","3","3","2","1","1","1","2",7,250,130,1,1981,1,0,1,0,0,0,0.14,0.71,0,0.86,0,0,0,0.14,0,0,0.14,0,0.86,0,0.43,0.29,0,0,0.14,0.14,0,1,"1","2","2","1","2","2","1","1","1","2","1","2","1","1","1","1","2","1","1","1","1","2","2","2","2","1","1","1","1","1","2","1","1","1","1",48,2899,4,0,2,"2","3","6","1","1","3",1,16.73
"250",7,28,22,8,21,7,3,7,3.5,0,0,0,0,7,7,1,1,3.5,0,3.5,0,"4","4","2","5","3","1","1","1","2","2","1","2","1","1","1","2","2","4","1","1","1","1","2",10,235,200,3,1914,1,0,0.53,0.47,0,0.2,0.4,0.3,0.1,0.5,0,0,0.3,0,0.1,0.6,0.1,0,0,0.2,0.1,0,0.4,0.3,0.2,0,0,1,"1","1","1","3","2","2","1","1","1","2","2","1","1","1","1","1","2","1","1","1","1","2","2","2","1","1","2","1","1","1","1","2","2","1","2",39,2899,8,3,3,"2","4","5","1","1","3",3,33.37
"251",7,7,7,0,7,3.5,1,3.5,1,0,14,0,0,3.5,3.5,1,3.5,3.5,0,3.5,1,"4","3","2","3","3","1","2","1","2","2","1","2","1","1","2","2","2","5","1","2","2","1","1",7,210,125,2,1974,1,1,0.5,0.33,0.17,0.14,0.57,0.29,0,0.57,0,0.14,0,0.14,0,0,0.14,0,0,0,0,0,0.57,0.43,0,0,0,1,"2","2","3","3","2","2","1","1","1","2","1","2","1","1","1","1","2","1","1","1","1","2","2","2","2","1","1","1","2","1","1","1","2","1","2",34,4249,4,2,0,"2","8","5","1","1","3",1,16.65
"252",3.5,15,7,0,3.5,0,1,1,0,3.5,0,3.5,0,1,7,0,3.5,3.5,1,0,0,"1","3","2","3","3","1","1","1","3","2","1","2","1","1","2","2","3","5","4","1","1","1","1",6,250,90,1,1981,1,1,1,0,0,0.67,0,0.33,0,1,0,0,0,0,0,1,0,0,0,0,0.17,0.33,0.33,0,0.17,0,0,1,"2","1","3","1","2","2","1","1","1","2","1","2","1","1","2","1","1","1","1","1","2","1","1","2","2","1","1","1","1","2","1","1","2","1","2",49,1799,3,0,1,"2","4","3","1","1","3",1,30.89
"253",1.5,0,14,10.5,14,0,1,1,0,0,0,3.5,0,0,1,0,3.5,7,1,1,3.5,"2","1","2","5","3","2","1","1","3","1","1","3","1","2","2","2","3","5","5","1","1","1","1",7,250,128,2,1974,1,1,0.78,0,0.22,0.43,0.29,0.29,0.14,0.57,0.14,0,0,0,0.14,0,0,0,0.71,0.14,0.43,0,0.43,0,0,0,0.14,1,"2","1","1","1","2","2","1","1","1","2","1","2","1","1","1","2","1","1","1","1","1","2","2","2","1","2","1","1","1","1","2","1","1","1","1",69,2899,2,0,0,"2","5","3","4","3","3",1,25.79
"254",7,14,0.5,3.5,21.5,0,1,1,1,0,0,0,0,1,1,0,1,7,1,3.5,0,"4","2","1","4","3","1","1","1","3","1","1","3","1","2","1","2","3","1","4","1","1","1","1",7,250,87,1,1974,1,1,1,0,0,0.29,0,0.57,0,0.86,0,0,0,0,0,0,0,0,0.57,0,0,0.29,0.57,0,0,0,0,1,"2","1","3","3","2","2","1","1","1","2","2","1","1","1","1","1","1","1","2","1","1","1","1","2","1","1","2","1","2","1","1","1","1","1","1",48,1799,4,0,2,"2","1","6","2","1","3",1,15.81
"255",1.5,0,7,3.5,0,0,1,1,0,0,14,0,0,3.5,1,0,0,3.5,1,0,0,"4","3","2","4","2","1","1","1","2","1","1","3","1","1","2","2","3","1","1","1","1","1","2",5,380,80,1,1871,0,1,1,0,0,0.4,0.2,0.2,0.2,0,0.2,0,0,0.4,0,0,0,0,1,0,0.4,0,0.2,0.4,0,0,0,1,"2","3","2","3","1","2","1","1","1","2","1","1","2","2","1","1","2","1","1","1","1","2","2","2","1","2","1","1","1","1","1","2","1","2","1",48,2349,1,0,0,"2","4","3","1","1","1",4,22.78
"256",3.5,0,10.5,0,7,0,1,1,0,0,0,0,0,1,1,1,3.5,7,3.5,0,0,"4","2","2","5","3","2","1","1","2","1","1","3","1","1","1","2","2","1","1","1","1","1","1",4,272,98,2,1967,0,1,0.25,0,0.75,0.75,0,0.25,0,0.25,0.25,0,0,0.5,0,0,0,0,1,0,0.75,0,0.25,0,0,0,0,2,"2","2","2","2","1","2","1","1","1","2","2","1","1","1","1","1","2","1","1","2","1","1","2","2","1","2","1","1","1","1","1","2","1","1","1",37,6449,3,1,0,"2","9","1","1","1","3",2,12.66
"257",3.5,21,21,0,7,0,0,3.5,0,7,7,0,0,1,1,0,0,3.5,1,0,0,"4","3","2","5","3","1","1","1","3","2","1","2","1","1","2","2","2","4","1","1","1","1","1",5,250,71,1,1967,1,0,0,1,0,0.4,0.2,0.4,0,0.8,0,0,0,0.2,0,0,0,0,1,0,0,0.8,0.2,0,0,0,0,1,"1","3","2","3","1","1","2","1","1","2","1","1","2","1","1","1","2","1","1","1","1","2","2","2","2","1","1","1","1","2","1","1","2","1","2",20,1299,2,0,0,"2","3","6","1","1","3",2,36.69
"258",7,0,14,14,21,7,1,1,0,0,14,3.5,0,1,1,0,1,3.5,0,0,3.5,"4","2","2","5","3","1","1","1","3","2","1","1","2","1","1","1","3","1","1","1","1","1","1",9,300,250,2,1948,1,1,0.7,0.3,0,0.33,0,0.56,0,0.44,0,0,0,0.22,0.22,0,0,0,0.67,0.11,0,0,0.11,0.67,0.11,0,0.11,1,"2","3","3","2","2","2","1","1","1","2","1","1","2","1","1","1","2","1","1","1","1","2","1","2","1","1","2","1","2","1","1","1","2","1","2",46,7600,4,0,2,"2","9","3","1","2","3",3,6.73
"259",7,14,2,0,1.5,0.5,0,3.5,1,0,0,0,0,3.5,3.5,1,3.5,7,0,3.5,0,"4","2","2","5","3","1","1","2","2","1","2","1","1","1","1","2","1","2","1","1","1","1","1",6,250,88,1,1967,1,0,1,0,0,0,0.67,0.33,0,1,0,0,0,0,0,0,0,0,1,0,0.17,0.83,0,0,0,0,0,1,"1","3","2","3","1","1","2","1","1","2","1","1","2","1","1","1","2","1","1","2","1","1","1","2","1","2","1","1","1","2","1","1","1","1","1",31,2349,4,2,0,"2","4","6","1","1","3",2,31.59
"260",7,14,10.5,0.5,7,7,1,3.5,3.5,0,0,0,0,3.5,3.5,3.5,3.5,3.5,0,0,0,"4","1","2","5","2","1","1","1","2","1","2","2","1","2","1","2","1","2","3","1","1","1","1",7,300,180,2,1914,1,2,1,0,0,0.57,0.29,0.14,0,0.57,0.14,0,0,0.29,0,0,0.14,0,0.86,0,0.57,0,0.14,0.29,0,0,0,1,"2","1","1","3","2","2","1","1","1","2","1","2","1","2","1","1","2","1","1","1","1","2","2","2","1","1","2","1","1","1","1","2","1","2","1",53,6449,2,0,0,"2","9","3","1","2","3",1,13
"261",3.5,0,4,10.5,7,0,1,7,0,0,0,0,0,1,0,0,1,3.5,7,3.5,0,"3","2","1","5","3","1","2","1","2","1","2","2","1","2","1","1","1","1","3","1","1","1","1",9,250,200,1,1967,0,1,0.4,0,0.6,0.89,0.11,0,0.11,0.89,0,0,0,0,0,0.22,0.22,0,0.56,0,0.44,0.33,0.11,0.11,0,0,0,1,"2","1","1","1","2","2","1","1","1","2","1","2","1","1","1","1","2","1","1","1","1","2","2","2","2","1","1","1","1","2","1","1","2","1","2",35,4249,4,2,0,"2","8","4","1","1","3",3,15.13
"262",7,35,28,11.5,31.5,8,1,0,0,0,1,0,0,3.5,3.5,0,3.5,7,3.5,1,3.5,"4","1","2","4","2","1","1","2","2","1","1","3","1","1","2","2","2","4","4","1","1","1","2",9,250,150,2,1871,1,1,0.67,0.22,0.11,0.44,0.11,0.33,0,0.44,0,0,0.11,0.22,0.11,0,0.33,0,0.44,0.22,0.33,0,0.22,0.33,0,0,0.11,1,"2","2","1","3","2","2","1","1","1","2","1","2","1","1","1","1","2","1","1","1","1","2","2","2","1","1","1","1","1","1","1","2","2","1","2",51,6449,5,0,3,"2","7","5","4","1","3",3,14.14
"263",1.5,10.5,4,0,14,7,2,1,0,0,7,0,0,1,1,0,3.5,3.5,1,0,0,"2","1","1","5","3","2","1","1","3","1","1","3","1","2","2","2","1","1","3","1","1","1","1",12,270,240,1,1961,1,1,1,0,0,0.08,0.17,0.67,0.42,0.33,0,0.08,0.08,0,0.08,0,0.42,0,0.5,0.08,0.33,0.08,0.25,0.25,0,0,0.08,1,"2","1","1","1","2","2","1","1","1","1","1","1","2","1","1","1","2","1","1","1","1","2","2","2","1","1","2","1","1","1","1","2","1","2","1",54,2349,5,0,3,"2","5","3","1","2","3",1,7.94
"264",3.5,14,14,10.5,10.5,7,1,3.5,0,0,14,0,0,7,3.5,1,3.5,7,0,1,0,"4","3","2","5","2","2","1","1","3","1","2","2","1","1","1","2","4","4","1","2","2","1","1",5,300,130,1,1871,1,0,0.38,0.63,0,0,0.4,0.4,0,1,0,0,0,0,0,0.2,0,0,0.4,0,0,0.4,0.2,0.2,0.2,0,0,2,"1","2","2","2","1","2","1","1","1","2","2","1","1","1","1","1","2","1","1","1","1","2","1","2","1","1","1","1","1","1","1","2","1","2","1",30,4249,3,1,0,"2","4","5","1","1","3",3,20.37
"265",3.5,7,3.5,3.5,7,0,0,3.5,0,3.5,0,0,0,7,3.5,1,3.5,7,7,0,3.5,"1","1","2","5","3","1","2","1","2","2","1","2","1","1","2","2","1","3","1","1","1","1","2",6,240,96,2,1981,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,"2","1","3","1","2","2","1","1","1","2","1","2","1","1","1","2","1","1","1","1","1","2","2","2","2","1","1","1","1","1","2","1","1","2","1",67,2349,2,0,0,"2","5","3","4","3","3",1,11.68
"266",7,17.5,17.5,21,7,0,1,3.5,1,7,3.5,0,0,7,3.5,3.5,3.5,7,3.5,1,3.5,"3","2","2","3","3","1","1","1","3","2","2","2","1","2","1","2","3","2","1","1","1","1","2",6,250,123,1,1995,0,1,1,0,0,0.17,0.33,0.5,0,0.33,0,0,0,0.67,0,0,0,0,1,0,0,0,1,0,0,0,0,1,"2","1","3","1","2","2","1","1","1","2","1","2","1","1","1","1","2","1","1","1","1","2","1","2","1","1","2","1","1","1","2","1","1","1","1",39,2349,4,1,1,"2","5","1","1","1","3",1,22.16
"267",1.5,14,14,0,0,0,0,3.5,0,0,1,0,0,3.5,7,1,0,3.5,0,0,3.5,"4","1","1","5","3","1","1","1","2","2","2","2","1","1","2","2","1","1","1","1","1","1","2",4,250,70,1,1948,1,1,0.83,0.17,0,0,0.25,0.75,0,0,0,0,0,1,0,0.25,0,0,0.75,0,0,0,0.5,0.5,0,0,0,1,"2","3","1","3","2","1","1","1","2","1","1","2","1","1","1","1","2","1","1","1","1","2","2","2","1","1","1","1","1","1","1","2","2","1","2",45,2899,2,0,0,"2","6","5","1","1","3",1,20.25
"268",7,7,3.5,7,14,0,2,1,0,0,0,0,0,1,1,1,3.5,7,0,0,0,"4","1","2","5","2","1","1","1","3","2","2","2","1","1","1","2","3","4","5","1","1","2","1",8,250,200,2,1914,2,1,1,0,0,0.25,0.13,0.63,0,0.13,0,0.13,0,0.75,0,0.75,0,0,0.25,0,0,0,0.5,0.5,0,0,0,2,"2","2","2","3","2","2","1","1","1","2","1","2","1","1","1","2","1","1","1","1","1","2","2","2","1","1","2","1","1","1","1","2","2","1","2",46,1799,5,1,1,"2","7","2","1","2","3",3,13.93
"269",7,14,14,7,7.5,7,0,0,7,0,0,0,0,7,7,1,3.5,3.5,3.5,3.5,3.5,"4","3","1","5","3","1","1","1","1","2","1","1","1","1","1","2","1","5","5","1","1","1","1",5,260,120,2,1914,0,1,1,0,0,0.6,0,0.4,0.2,0.6,0,0,0,0.2,0,0.6,0,0,0.4,0,0,0.4,0,0.4,0,0,0.2,1,"1","3","2","2","2","2","1","1","1","1","1","1","2","1","1","1","1","1","2","1","1","1","1","2","1","1","2","1","1","2","1","1","2","1","2",57,1299,3,0,0,"2","2","3","4","2","3",3,6.21
"270",1.5,7,7.5,0,14,0,1,0,3.5,1,14,3.5,0,3.5,3.5,0,3.5,3.5,3.5,0,1,"1","1","1","5","3","1","1","1","2","1","1","3","1","1","1","2","2","4","4","1","1","1","1",5,250,140,2,1989,2,1,1,0,0,0.2,0.2,0.6,0.2,0.8,0,0,0,0,0,0.2,0,0,0.6,0,0,0,0.6,0,0.4,0,0,1,"2","1","1","1","2","2","1","1","1","1","2","1","1","1","1","1","1","1","2","1","1","1","1","2","2","1","1","1","1","1","2","1","2","1","2",72,2899,2,0,0,"2","4","4","4","3","3",1,19.65
"271",3.5,7,7,0,7,3.5,1,1,0,7,0,0,14,1,1,0,1,3.5,1,0,3.5,"1","1","1","5","3","1","1","1","3","2","1","2","1","1","2","2","3","4","1","2","2","1","1",5,260,190,2,1871,1,1,0.86,0.14,0,0.2,0,0.8,0.8,0,0.2,0,0,0,0,0,0,0,1,0,0.2,0,0.2,0.6,0,0,0,1,"2","1","1","1","2","2","1","1","1","1","1","1","2","1","1","2","1","1","1","1","1","2","2","2","1","1","2","1","1","1","1","2","1","2","1",57,2899,3,1,0,"2","7","4","4","1","3",1,14.77
"272",7,7,10.5,3.5,7,0,1,3.5,0,1,1,0,0,1,7,0,3.5,3.5,0,1,0,"3","1","1","4","3","1","1","1","3","1","2","2","2","1","2","2","1","4","1","1","1","1","1",6,270,110,1,1974,0,0,1,0,0,0.17,0.67,0.17,0,0.33,0,0,0.33,0.17,0.17,0.83,0,0,0.17,0,0,0,0.33,0,0.5,0.17,0,2,"1","1","1","1","2","2","1","1","1","2","1","2","1","1","1","2","1","1","1","1","1","2","2","2","1","1","2","1","1","2","1","1","2","1","2",40,2349,4,1,1,"2","7","3","1","1","3",3,8.78
"273",7,15,7,0,14,0,1,3.5,0,7,0,3.5,0,0,7,0,3.5,7,1,1,3.5,"4","1","1","5","2","1","1","1","2","2","1","1","1","1","1","2","3","4","5","1","1","1","1",5,250,120,1,2002,0,1,1,0,0,0.6,0,0.4,0,1,0,0,0,0,0,0.4,0.2,0,0,0,0.2,0,0,0.2,0.6,0,0,1,"2","2","2","3","2","2","1","1","1","1","1","2","1","2","1","1","1","1","2","1","1","1","1","2","1","1","2","1","1","1","1","2","1","1","1",55,817,5,2,1,"2","1","2","4","2","3",3,45.3
"274",3.5,10.5,7,0,15,0.5,1,3.5,0,0,1,0,3.5,0,7,0,0,3.5,0,1,0,"4","1","1","5","3","1","1","1","3","1","2","2","1","2","1","2","3","2","2","1","1","1","1",4,240,84,1,1989,1,1,1,0,0,0,0.25,0.75,0,0.75,0,0,0.25,0,0,0,0,0,1,0,0,0,0.25,0,0.75,0,0,1,"2","1","2","2","2","2","1","1","1","1","1","2","1","1","2","1","1","1","1","1","2","1","1","2","2","1","1","1","1","1","2","1","1","1","1",43,1799,5,0,3,"2","1","6","1","1","3",1,14.06
"275",7,21,7,0,4.5,0,1,3.5,0,0,14,0,0,3.5,3.5,3.5,1,3.5,3.5,1,0,"4","1","2","5","3","1","1","1","2","1","2","2","1","1","1","2","3","2","1","1","1","1","1",5,240,70,1,1981,1,0,0,1,0,0,0.6,0.4,0.2,0.4,0,0,0,0.4,0,0,0,0,0.2,0,0,1,0,0,0,0,0,1,"1","3","2","3","1","1","2","1","1","2","1","1","2","1","1","1","1","2","1","2","1","1","1","2","2","1","1","1","1","2","1","1","2","1","2",41,2349,5,1,2,"1","2","5","1","1","3",2,19.05
